meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,genre
-0.15755931190719208,-0.2256333398010021,0.6184466607814023,-0.11086125437292849,-0.18082291775632342,-0.6692964591535111,1.0,-0.5517014163959193,1.0000000000000002,-0.22331078454090092,-0.5118994983195572,-0.6139399123253139,0.5424117408739219,-0.6132028343278851,-0.19053599755958506,-0.030271327059048447,0.49148608541636496,-0.3826828760566239,-0.26258429730206123,-0.07206224599881184,0.6210502565990634,0.1351603614732353,-0.3170245595081214,0.5126231190875459,0.5714288729849255,-0.1782696730063087,-0.36768208377204536,0.579719696228016,-0.11469836960104929,-0.556741561062734,-0.3435795933335287,-0.7772619681516664,-0.02547227198114055,-0.5277279844018118,-0.2538152289568466,-0.5690375987928888,pop
-0.12790128374285314,-0.20564153093378534,0.7178965342685932,0.2589903476760249,-0.46077931257928073,-0.5234837647071287,0.9155691066304343,-0.3103485158932229,0.9025786900180341,0.1248869243031363,-0.6756630300494868,0.10560428189513549,0.709723779804421,0.0876364216772616,-0.1475402325624407,0.27275151409012044,0.6610767903658045,-0.0855900357483308,-0.060473298048807356,0.7422462456458445,0.6737138344227577,0.9964350147928602,0.19123822095681797,0.8210117426284806,0.6276119379788255,0.491519445006124,-0.06663024112400628,0.3789057780942584,0.033035160236873584,-0.47761700046894806,0.09497186881458572,-0.5054678738548176,0.30872125650035415,0.03864540004878991,-0.09304563302121056,-0.2543199858456615,pop
-0.3434904196436721,-0.3555644131253638,0.30670786957794705,0.03888756791176151,-0.6349132691736412,-0.6898634231982412,0.7194967710630582,-0.5423860278997489,0.6217177632761324,0.030388528637630197,-0.4057357297956917,-0.3834189715297881,0.6183123226500367,-0.6758765243790144,-0.09776190805702523,-0.6573899047509175,0.28276350786841087,-0.6757951307275263,0.05168708474262157,-0.37962267435236885,0.5688372769905199,-0.2967483296856226,0.11997923447971448,-0.3339206106227992,0.6585200179832744,-0.5444085235969297,-0.11414932156450039,-0.48254861944720795,0.2785426541434607,-0.8261655747226384,0.10839969412370343,-0.7934993992013601,0.37820315384978986,-0.6785029970419828,0.03808807637531027,-0.5958233144148919,pop
-0.4297426705502585,-0.4742539462793627,-0.2638124761263385,-0.04328403724063823,-0.11938118143999432,-0.5167220595915203,-0.014397361267248332,-0.03859970674878155,-0.17159660636708984,0.0866390150329246,0.10388857773489701,-0.004108178481580627,-0.1407467816459249,-0.2905766942670911,0.09223934417989776,0.2141916801451591,0.5582292562119794,-0.5470958583483605,-0.32380565421864554,-0.22265871863587172,0.7473664744553985,-0.2957295949145202,-0.2315478126059273,0.06012765112756502,0.5372715723122896,-0.5441381639320841,-0.19941103283275985,-0.37998011705785784,-0.10214351916409392,-0.7231253361718896,-0.1268323925060113,-0.8119582449415519,-0.09531638058488656,-0.5761316234270478,-0.12129081930801922,-0.505903241324091,pop
-0.3324869094741384,-0.339564968922898,0.04474979665489198,-0.04798650269790672,-0.35700823764355993,-0.6233776857476554,0.4193889212221924,-0.3790265439621514,0.22264983484237222,0.17555403099526545,-0.1900887290894795,-0.15311670644226139,0.37606633285977115,-0.28877087677341073,-0.023330254083726465,-0.5693217262452853,0.4462796546695652,-0.6254767629577082,-0.1355540953941221,0.11887634052678919,0.4375553718946362,-0.2718200740177199,0.20743105971195794,-0.5002220606755703,0.7180669380350335,-0.6745851290637767,-0.2096418818896939,-0.30456265936283855,0.02084215770121592,-0.7959884808893207,-0.17345137720414,-0.8093436705989201,0.24787978193712673,-0.7351811414307086,-0.019377120494901742,-0.6483988776171667,pop
-0.6561859477042827,-0.366603204447148,-0.3062307502981858,0.16296960331497412,-0.06443978291027763,-0.632523721938743,0.13476283698481195,-0.2749392813283488,-0.19005211916138343,0.32214952788443285,-0.14795761056532686,0.019452201990572737,0.5571016074819214,-0.39318301147795354,0.1188087879902332,-0.39161717249009254,0.25355298210498156,-0.726742353782295,-0.16558798247554574,-0.00023457335767673726,0.030029591047428528,-0.13615618858418244,-0.12334087832015515,-0.0035847852985702033,0.2836493496865188,-0.26812514624046013,-0.7336304549061088,0.41110471142579863,-0.4838291908185871,-0.675595967137041,-0.8030454482016877,-0.7156806783243866,-0.2431203354906709,-0.5920813607034588,-0.5359069460729268,-0.460941852842105,pop
-0.6566008613607508,-0.5898974553146135,-0.24054515775864194,-0.2209311623286908,-0.4258129297273987,-0.6232358204684403,0.21828617792051008,-0.3698617005491742,-0.03643383469363726,0.038799128233964364,-0.1093188315960153,-0.4795004506124686,0.2950846938970943,-0.3233932874117105,-0.09633312507278219,-0.31005451721417066,0.31380148228264654,-0.6457766597810867,0.09905134521866965,-0.31056738512078597,0.4423721182882452,-0.11863896219229919,0.3671186801203015,-0.6403774790574078,0.8472262288346031,-0.8204181072310031,-0.09556371678793685,-0.30514074357585885,0.15731443314028848,-0.6118995364349875,-0.1999954489309798,-0.7722384852050705,0.2317904491457647,-0.5802362889195167,-0.2545327588268943,-0.27545857660929673,pop
-0.3904752421021186,-0.5501592687599245,-0.21352365826478814,-0.28275225907893997,0.12385801077204217,-0.2987213354607645,0.04257473697354963,-0.32776770679253797,-0.19610066868698128,-0.09518181489228006,-0.1909381884094481,-0.16860544171079161,0.04597865673184304,-0.31544719930849363,-0.03230604317592117,-0.29043997126232457,0.4658430544131408,-0.5798234490458661,-0.4449609498457259,0.3943884877966666,0.45995349837445787,0.20048436747666742,0.3802509043723056,0.37806358949197194,0.6699475025492426,-0.12223418256916485,-0.2994809680023131,0.9999999999999996,0.05672419440986323,-0.6879107287752412,-0.03423235364265806,-0.6053619513161781,0.10058154872832986,-0.3640559500481151,0.26636974940729,-0.491432617251763,pop
-0.6654800136091679,-0.8086503288655305,-0.029777870893219927,-0.3247687318326017,-0.4985940443227568,-0.72566758022452,0.6375693236837767,-0.3664419618579736,0.39720254584441106,0.12797768663847453,-0.25228223728012844,-0.39536815140927606,0.6944950957112122,-0.2568389224943066,0.04966313205270467,-0.44736220521989034,0.743019583165428,-0.6298205589506599,0.12275628040894782,-0.3632511625900623,0.4975818074392303,-0.427955334027732,0.19445420862458715,-0.3257509553001645,0.5502458965598772,-0.6830487040268898,0.0002663324202941131,-0.5220297808290162,0.17095551963492756,-0.6761275575398735,-0.2176652615104237,-0.6730585359569965,0.35417089561176773,-0.7329492742718214,0.02317525459168171,-0.634212287122897,pop
0.29522766312330395,-0.07309043050290476,0.6439595661431854,-0.07072437686874555,-0.4668045342496221,-0.5638078621010523,0.709549971730937,-0.6788363796463843,0.7767862122817784,-0.37990219753050347,-0.5906491734669623,-0.4265930943844386,0.5351144228452593,-0.30133894299085173,-0.02866268265315447,0.01245342301844099,0.3966621488359373,-0.5388592055974627,-0.08656673113332058,-0.11874873080160109,0.0997769516498595,-0.026813571420857496,0.17988116699312834,-0.1032487236131514,0.3926681158828804,-0.6108232501319255,-0.1684177626823433,0.16533667353264225,0.19249007559913786,-0.6772929066800012,-0.06900746354981493,-0.7159380047614656,0.15132566417044296,-0.5643132349300135,-0.1148385355864209,-0.5054958527162747,pop
